# Suggestions (221)

| ID | Title | Kind | Priority | Status | Source Task | Date Added |
| S-0049-02 | GABA conductance scan under SEClamp toward paper PD 12.5 / ND 30 nS at fixed gNMDA = 0.5 nS | experiment | medium | active | `t0049_seclamp_cond_remeasure` | 2026-04-25 |
| S-0049-03 | Repeat SEClamp Fig 3A-E re-measurement at exptype=2 (Voff_bipNMDA=1) for canonical-control baseline | experiment | medium | active | `t0049_seclamp_cond_remeasure` | 2026-04-25 |
| S-0049-04 | SEClamp Fig 3A-E re-measurement across multiple V_clamp levels (-85, -65, -45 mV) to vary GABA driving force | experiment | medium | active | `t0049_seclamp_cond_remeasure` | 2026-04-25 |
| S-0049-05 | SEClamp Fig 3A-E re-measurement at intermediate dendritic locations to test cable-filtering vs spatial-distribution | experiment | low | active | `t0049_seclamp_cond_remeasure` | 2026-04-25 |
| S-0050-01 | Re-implement placeBIP() to spatially gate gabaMOD by per-synapse locx | technique | medium | active | `t0050_audit_syn_distribution` | 2026-04-25 |
| S-0050-02 | Re-distribute SACinhib synapses asymmetrically across PD-side and ND-side dendrites in RGCmodel.hoc | technique | medium | active | `t0050_audit_syn_distribution` | 2026-04-25 |
| S-0050-03 | Add a path-distance helper to t0046's modeldb_189347_dsgc_exact library using the two-segment h.distance form | library | medium | active | `t0050_audit_syn_distribution` | 2026-04-25 |
| S-0050-04 | Refine spatial audit with dendritic-branch identity classification (proximal-PD / proximal-ND / distal) | evaluation | low | active | `t0050_audit_syn_distribution` | 2026-04-25 |
| S-0052-04 | Cross-comparison task: t0052 (scalar gabaMOD) vs t0053 (spatial PD/ND-asymmetric inhibition) once t0053 finishes | evaluation | medium | active | `t0052_minimal_dsgc_scalar_gaba` | 2026-04-27 |
| S-0052-05 | Driving-force-corrected gabaMOD: calibrate conductance ratio to target somatic-voltage IPSP modulation depth | library | medium | active | `t0052_minimal_dsgc_scalar_gaba` | 2026-04-27 |
| S-0052-06 | Correction: replace t0051 brainstorm Park2014 DSI band 0.40-0.60 with paper-verified 0.65 / 0.73 | evaluation | medium | active | `t0052_minimal_dsgc_scalar_gaba` | 2026-04-27 |
| S-0053-02 | Stricter centripetal-gating threshold sweep (cos < -0.5, -0.7) to halve active-fraction on t0053 | experiment | medium | active | `t0053_minimal_dsgc_spatial_gaba` | 2026-04-27 |
| S-0053-03 | Conductance-matched t0052 vs t0053 comparison at fixed mean GABA mass per trial | evaluation | medium | active | `t0053_minimal_dsgc_spatial_gaba` | 2026-04-27 |
| S-0053-04 | Narrow-bar stimulus sweep (50, 100, 150 um) on minimal DSGC to break the synchronous-firing regime | experiment | medium | active | `t0053_minimal_dsgc_spatial_gaba` | 2026-04-27 |
| S-0053-05 | Hybrid spatial-gating + amplitude-scaling inhibition mechanism on minimal DSGC | technique | medium | active | `t0053_minimal_dsgc_spatial_gaba` | 2026-04-27 |
| S-0053-06 | Two-point driving-force saturation calibration library from t0052 + t0053 IPSP data | library | medium | active | `t0053_minimal_dsgc_spatial_gaba` | 2026-04-27 |
| S-0054-03 | Replace 1/e-crossing EPSP-decay metric with an exponential fit and lengthen the post-stimulus window | technique | medium | active | `t0054_minimal_dsgc_ampa_nmda_scalar_gaba` | 2026-04-28 |
| S-0054-04 | Promote the t0052<->t0054 gNMDA=0 regression gate into a reusable cross-task baseline-equivalence verificator | evaluation | low | active | `t0054_minimal_dsgc_ampa_nmda_scalar_gaba` | 2026-04-28 |
| S-0054-05 | NMDA decay-time tau2 sweep at fixed gNMDA on t0054 to disentangle conductance amplitude from kinetic time constant | experiment | medium | active | `t0054_minimal_dsgc_ampa_nmda_scalar_gaba` | 2026-04-28 |
| S-0054-06 | Per-trial ProcessPool parallelisation for the minimal-DSGC sweep runner (t0052/t0053/t0054) | library | medium | active | `t0054_minimal_dsgc_ampa_nmda_scalar_gaba` | 2026-04-28 |
| S-0055-04 | Analytic Mg-block-vs-gabaMOD operating-point map: predict the gAMPA/gGABA ratio that opens the unblock window | technique | medium | active | `t0055_nmda_mg_block_dsi_recovery` | 2026-04-28 |
| S-0055-05 | Voff_NMDA = 1 ablation on t0055 architecture as a controlled regression vs voltage-dependent (Voff = 0) Mg-block | experiment | medium | active | `t0055_nmda_mg_block_dsi_recovery` | 2026-04-28 |
| S-0055-06 | Multi-seed placement variability sweep on t0055 Mg-block architecture (10 seeds at gNMDA = 0.5) | experiment | low | active | `t0055_nmda_mg_block_dsi_recovery` | 2026-04-28 |
| S-0055-07 | Add NMDA_MgBlock voltage-clamp sanity test as a reusable verificator across all NMDA-bearing DSGC tasks | library | low | active | `t0055_nmda_mg_block_dsi_recovery` | 2026-04-28 |
| S-0057-03 | Hybrid tonic + transient GABA envelope on minimal DSGC to model multi-event SAC release | experiment | medium | active | `t0057_tonic_gaba_sweep_t0053` | 2026-04-28 |
| S-0057-05 | Sustained-envelope gabaMOD on t0052 minimal scalar architecture (tonic-mechanism back-port) | experiment | medium | active | `t0057_tonic_gaba_sweep_t0053` | 2026-04-28 |
| S-0059-04 | Synaptic noise (NetStim jitter + AR(2) correlated release) on t0059 substrate for trial-to-trial DSI characterisation | experiment | medium | active | `t0059_bar_locked_gaba_ampa_sweep_t0057` | 2026-04-29 |
| S-0059-05 | Stricter AMPA escape range (gAMPA in {5, 7, 10} nS) and sub-0.1 nS bar-locked GABA on t0059 substrate | experiment | medium | active | `t0059_bar_locked_gaba_ampa_sweep_t0057` | 2026-04-29 |
| S-0059-06 | Bar-locked window-length sweep (window_ms in {100, 200, 300, 500}) on t0059 substrate | experiment | medium | active | `t0059_bar_locked_gaba_ampa_sweep_t0057` | 2026-04-29 |
| S-0065-03 | Resolve inhibitory conductance time-course via SEClamp on the deposited cell | experiment | medium | active | `t0065_t0020_epsp_ipsp_vm_protocol` | 2026-04-30 |
| S-0065-04 | Multi-seed average of the t0065 protocol to add error bars on FULL spike counts | experiment | low | active | `t0065_t0020_epsp_ipsp_vm_protocol` | 2026-04-30 |
| S-0065-05 | Eight-direction EPSP/IPSP/FULL tuning curve on the deposited cell | experiment | low | active | `t0065_t0020_epsp_ipsp_vm_protocol` | 2026-04-30 |
| S-0066-01 | Audit project DSGC family for systemic e_GABA = v_rest design choice | evaluation | medium | active | `t0066_t0024_epsp_ipsp_vm_protocol` | 2026-04-30 |
| S-0066-03 | SEClamp inhibitory conductance measurement on de Rosenroll cell | experiment | medium | active | `t0066_t0024_epsp_ipsp_vm_protocol` | 2026-04-30 |
| S-0066-04 | Sensitivity sweep: re-run t0066 with paper-text e_LEAK = -70 mV | experiment | low | active | `t0066_t0024_epsp_ipsp_vm_protocol` | 2026-04-30 |
| S-0066-05 | 12-angle EPSP/IPSP/FULL tuning curve on de Rosenroll cell | experiment | low | active | `t0066_t0024_epsp_ipsp_vm_protocol` | 2026-04-30 |
| S-0067-01 | Find the NaP density at which DSI crosses zero | experiment | high | active | `t0067_t0065_soma_channel_addition_sweep` | 2026-05-01 |
| S-0067-04 | Replace simplified MOD kinetics with ModelDB-sourced canonical implementations | experiment | medium | active | `t0067_t0065_soma_channel_addition_sweep` | 2026-05-01 |
| S-0067-05 | Investigate biological NaP overexpression as a directional-selectivity disorder model | evaluation | low | active | `t0067_t0065_soma_channel_addition_sweep` | 2026-05-01 |
| S-0068-03 | Synaptic re-tuning: scale s2ggaba up proportionally with Nav1.6 density | experiment | medium | active | `t0068_t0067_nav16_kv3_coexpression_rescue` | 2026-05-01 |
| S-0069-05 | Investigate whether the t0069 NaP_high AIS effect (DSI = 0.22) is robust to AIS geometry | experiment | low | active | `t0069_t0067_ais_localised_channel_sweep` | 2026-05-01 |
| S-0070-01 | Harmonise PD/ND encoding across Bed A and Bed B so cross-bed sweep results are directly comparable | experiment | high | active | `t0070_writeup_two_model_beds` | 2026-05-01 |
| S-0070-02 | Build a unified model-bed-runner library exposing Bed A and Bed B behind one Python API | library | medium | active | `t0070_writeup_two_model_beds` | 2026-05-01 |
| S-0070-03 | Re-enable Bed A L-type and T-type Ca currents and quantify the effect on tuning curves and DSI | experiment | medium | active | `t0070_writeup_two_model_beds` | 2026-05-01 |
| S-0070-04 | Wire Exp2NMDA into Bed B's tuning-curve and EPSP/IPSP/FULL drivers and re-run t0066 | experiment | medium | active | `t0070_writeup_two_model_beds` | 2026-05-01 |
| S-0070-05 | Disambiguate the silently-overloaded HHst mechanism name across the two libraries via SUFFIX rename | library | medium | active | `t0070_writeup_two_model_beds` | 2026-05-01 |
| S-0071-01 | Promote the Typst markdown-to-PDF pipeline into a reusable project library `arf_typst_writeup` | library | medium | active | `t0071_t0070_synaptic_eqs_pdf` | 2026-05-01 |
| S-0071-02 | Extend corrections spec v4 with `target_kind: result_document` to track result-document supersedings | library | medium | active | `t0071_t0070_synaptic_eqs_pdf` | 2026-05-01 |
| S-0071-03 | Quantify Bed A vs Bed B `celsius` and `v_init` divergence revealed by the side-by-side equation table | experiment | medium | active | `t0071_t0070_synaptic_eqs_pdf` | 2026-05-01 |
| S-0071-04 | Add `verify_results_equations.py` to round-trip every `$$...$$` block through Typst | library | low | active | `t0071_t0070_synaptic_eqs_pdf` | 2026-05-01 |
| S-0072-01 | Quantify Bed A NMDA ND-suppression as a function of joint (gabaMOD, Mg2+) on the t0072 substrate | experiment | medium | active | `t0072_synaptic_traces_pd_nd` | 2026-05-01 |
| S-0072-02 | Multi-trial t0072 extension to decompose SD bands into across-trial vs across-synapse variance | experiment | medium | active | `t0072_synaptic_traces_pd_nd` | 2026-05-01 |
| S-0072-03 | Spatial hot-spot analysis of Bed B GABA Bernoulli release vs bar-arrival projection | experiment | medium | active | `t0072_synaptic_traces_pd_nd` | 2026-05-01 |
| S-0072-04 | Promote t0072's cross-bed per-synapse (g, v_local) recorder + post-hoc current pipeline into a library | library | medium | active | `t0072_synaptic_traces_pd_nd` | 2026-05-01 |
| S-0074-01 | Plot polar tuning curves to distinguish SK_high narrowing from flat-top clipping | evaluation | high | active | `t0074_channel_tuning_width_bed_a` | 2026-05-02 |
| S-0074-02 | Verify NaR broadening hypothesis: ND-lobe firing rescue at sub-threshold angles | evaluation | high | active | `t0074_channel_tuning_width_bed_a` | 2026-05-02 |
| S-0074-03 | AIS-localised Kv7 follow-up (t0075 candidate) | experiment | high | active | `t0074_channel_tuning_width_bed_a` | 2026-05-02 |
| S-0074-04 | BK + SK co-expression sweep: linear-add vs saturation | experiment | medium | active | `t0074_channel_tuning_width_bed_a` | 2026-05-02 |
| S-0074-05 | Kv4 retest with hyperpolarising prepulse to remove inactivation | experiment | medium | active | `t0074_channel_tuning_width_bed_a` | 2026-05-02 |
| S-0074-06 | Kv3 + NaP co-expression: high-rate firing regime | experiment | medium | active | `t0074_channel_tuning_width_bed_a` | 2026-05-02 |
| S-0074-07 | Find the NaP density at which vector-sum DSI crosses 0.1 | experiment | medium | active | `t0074_channel_tuning_width_bed_a` | 2026-05-02 |
| S-0074-08 | Repeat t0074 sweep on Bed B (de-Rosenroll DSGC) | experiment | medium | active | `t0074_channel_tuning_width_bed_a` | 2026-05-02 |
| S-0074-09 | Validate vendored BK/SK MOD kinetics against published RGC patch-clamp data | evaluation | low | active | `t0074_channel_tuning_width_bed_a` | 2026-05-02 |
| S-0074-10 | Test cad insertion on dendrites only (not soma) | experiment | low | active | `t0074_channel_tuning_width_bed_a` | 2026-05-02 |
| S-0076-04 | Direct test of the t0076-vs-t0068 contradiction: isolate Nav1.6 + Kv3 effect at the t0076 best-joint operating point | experiment | high | active | `t0076_bedb_dsi_firing_rate_mobo` | 2026-05-03 |
| S-0076-06 | Promote the t0076 BoTorch MOBO + ProcessPoolExecutor trial-driver harness into a reusable optimisation library | library | medium | active | `t0076_bedb_dsi_firing_rate_mobo` | 2026-05-03 |

## S-0002-01: Factorial (g_Na, g_K) grid search on a DSGC compartmental model to locate the DSI-maximising conductance ridge

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0002_literature_survey_dsgc_compartmental_models`
* **Date added**: 2026-04-19
* **Source paper**: `10.1152_jn.00123.2009`
* **Categories**: `voltage-gated-channels`, `compartmental-modeling`, `direction-selectivity`

## S-0002-04: Factorial morphology sweep (branch orders, segment length, segment diameter) at fixed synapse count

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0002_literature_survey_dsgc_compartmental_models`
* **Date added**: 2026-04-19
* **Source paper**: `10.1523_ENEURO.0261-21.2021`
* **Categories**: `compartmental-modeling`, `dendritic-computation`, `retinal-ganglion-cell`

## S-0002-05: GABA/AMPA density ratio scan at fixed 3-5x null/preferred IPSC asymmetry

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0002_literature_survey_dsgc_compartmental_models`
* **Date added**: 2026-04-19
* **Source paper**: `10.1016_j.neuron.2016.02.013`
* **Categories**: `synaptic-integration`, `compartmental-modeling`, `direction-selectivity`

## S-0002-06: NMDA multiplicative-gain ablation to isolate its contribution to DSI

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0002_literature_survey_dsgc_compartmental_models`
* **Date added**: 2026-04-19
* **Source paper**: `10.1016_j.neuron.2016.02.013`
* **Categories**: `synaptic-integration`, `dendritic-computation`, `compartmental-modeling`, `direction-selectivity`

## S-0002-07: Download the four discovered papers not included in the 20-paper budget (Sivyer2017, Euler2002, Enciso2010, Webvision)

* **Kind**: dataset
* **Priority**: medium
* **Status**: active
* **Source task**: `t0002_literature_survey_dsgc_compartmental_models`
* **Date added**: 2026-04-19
* **Source paper**: —
* **Categories**: `direction-selectivity`, `synaptic-integration`, `dendritic-computation`

## S-0002-08: Register SAC presynaptic drive model as an asset for downstream DSGC input construction

* **Kind**: library
* **Priority**: medium
* **Status**: active
* **Source task**: `t0002_literature_survey_dsgc_compartmental_models`
* **Date added**: 2026-04-19
* **Source paper**: `10.1038_nature09818`
* **Categories**: `synaptic-integration`, `compartmental-modeling`, `direction-selectivity`

## S-0002-10: Reproduce the Park2014 mouse ON-OFF DSGC tuning-curve dataset as a validation benchmark

* **Kind**: dataset
* **Priority**: medium
* **Status**: active
* **Source task**: `t0002_literature_survey_dsgc_compartmental_models`
* **Date added**: 2026-04-19
* **Source paper**: `10.1523_JNEUROSCI.5017-13.2014`
* **Categories**: `patch-clamp`, `direction-selectivity`, `retinal-ganglion-cell`

## S-0003-02: Port the Poleg-Polsky & Diamond 2016 DSGC ModelDB 189347 into the project as a library asset

* **Kind**: library
* **Priority**: medium
* **Status**: active
* **Source task**: `t0003_simulator_library_survey`
* **Date added**: 2026-04-19
* **Source paper**: —
* **Categories**: `compartmental-modeling`, `retinal-ganglion-cell`, `direction-selectivity`

## S-0003-03: Benchmark NEURON vs Arbor on the project's actual DSGC morphology

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0003_simulator_library_survey`
* **Date added**: 2026-04-19
* **Source paper**: —
* **Categories**: `compartmental-modeling`, `retinal-ganglion-cell`

## S-0003-04: Scaffold a NetPyNE `Batch` sweep harness for DSGC parameter studies

* **Kind**: library
* **Priority**: medium
* **Status**: active
* **Source task**: `t0003_simulator_library_survey`
* **Date added**: 2026-04-19
* **Source paper**: —
* **Categories**: `compartmental-modeling`, `direction-selectivity`

## S-0003-05: Evaluate NEURON 9.0.x C++ MOD-file migration readiness for project adoption

* **Kind**: evaluation
* **Priority**: low
* **Status**: active
* **Source task**: `t0003_simulator_library_survey`
* **Date added**: 2026-04-19
* **Source paper**: —
* **Categories**: `compartmental-modeling`

## S-0004-01: Generate weaker-DSI variant target tuning curves

* **Kind**: dataset
* **Priority**: medium
* **Status**: active
* **Source task**: `t0004_generate_target_tuning_curve`
* **Date added**: 2026-04-19
* **Source paper**: —
* **Categories**: `direction-selectivity`

## S-0004-02: Add a Poisson-noise variant of the target trials

* **Kind**: dataset
* **Priority**: low
* **Status**: active
* **Source task**: `t0004_generate_target_tuning_curve`
* **Date added**: 2026-04-19
* **Source paper**: —
* **Categories**: `direction-selectivity`

## S-0005-03: Download additional Feller-archive DSGC reconstructions to enable cross-cell variability sensitivity analysis

* **Kind**: dataset
* **Priority**: medium
* **Status**: active
* **Source task**: `t0005_download_dsgc_morphology`
* **Date added**: 2026-04-19
* **Source paper**: —
* **Categories**: `retinal-ganglion-cell`, `direction-selectivity`, `compartmental-modeling`

## S-0005-04: Build a reusable SWC -> NEURON/NetPyNE/Arbor section-translator library for dsgc-baseline-morphology

* **Kind**: library
* **Priority**: medium
* **Status**: active
* **Source task**: `t0005_download_dsgc_morphology`
* **Date added**: 2026-04-19
* **Source paper**: —
* **Categories**: `compartmental-modeling`, `retinal-ganglion-cell`

## S-0005-05: Render and QA-check 2D/3D visualisations of dsgc-baseline-morphology for documentation and synapse placement

* **Kind**: evaluation
* **Priority**: medium
* **Status**: active
* **Source task**: `t0005_download_dsgc_morphology`
* **Date added**: 2026-04-19
* **Source paper**: —
* **Categories**: `retinal-ganglion-cell`, `compartmental-modeling`, `dendritic-computation`

## S-0007-01: Validate custom khhchan.mod biophysics with a dedicated sanity simulation

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0007_install_neuron_netpyne`
* **Date added**: 2026-04-19
* **Source paper**: —
* **Categories**: `voltage-gated-channels`, `compartmental-modeling`

## S-0007-02: Script the full NEURON + NetPyNE install for clean-machine reproduction

* **Kind**: library
* **Priority**: medium
* **Status**: active
* **Source task**: `t0007_install_neuron_netpyne`
* **Date added**: 2026-04-19
* **Source paper**: —
* **Categories**: `compartmental-modeling`

## S-0007-03: Benchmark NetPyNE harness overhead vs raw NEURON across problem sizes

* **Kind**: evaluation
* **Priority**: medium
* **Status**: active
* **Source task**: `t0007_install_neuron_netpyne`
* **Date added**: 2026-04-19
* **Source paper**: —
* **Categories**: `compartmental-modeling`

## S-0008-01: Port Hanson 2019 Spatial-Offset-DSGC as a second DSGC library

* **Kind**: library
* **Priority**: medium
* **Status**: active
* **Source task**: `t0008_port_modeldb_189347`
* **Date added**: 2026-04-20
* **Source paper**: `10.7554_eLife.42392`
* **Categories**: `direction-selectivity`, `compartmental-modeling`, `retinal-ganglion-cell`

## S-0008-03: Rebuild ModelDB 189347 port on the calibrated Horton-Strahler SWC from t0009

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0008_port_modeldb_189347`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `direction-selectivity`, `compartmental-modeling`

## S-0008-04: Parameter-sweep calibration of bundled 189347 toward the envelope targets

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0008_port_modeldb_189347`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `direction-selectivity`, `compartmental-modeling`

## S-0008-05: Port Jain 2020 DSGC (ModelDB 267001) as a sibling DSGC asset

* **Kind**: library
* **Priority**: low
* **Status**: active
* **Source task**: `t0008_port_modeldb_189347`
* **Date added**: 2026-04-20
* **Source paper**: `10.7554_eLife.52949`
* **Categories**: `direction-selectivity`, `compartmental-modeling`, `retinal-ganglion-cell`

## S-0009-01: Inverse-fit three-bin dendritic radii against the Schachter 2010 proximal/distal input-resistance gradient

* **Kind**: technique
* **Priority**: medium
* **Status**: active
* **Source task**: `t0009_calibrate_dendritic_diameters`
* **Date added**: 2026-04-20
* **Source paper**: `10.1371_journal.pcbi.1000899`
* **Categories**: `cable-theory`, `compartmental-modeling`, `retinal-ganglion-cell`

## S-0009-02: Interpolate soma pt3dadd diameters along the principal axis to replace the uniform 4.118 um soma radius

* **Kind**: technique
* **Priority**: medium
* **Status**: active
* **Source task**: `t0009_calibrate_dendritic_diameters`
* **Date added**: 2026-04-20
* **Source paper**: `10.1016_j.neuron.2016.02.013`
* **Categories**: `compartmental-modeling`, `retinal-ganglion-cell`

## S-0009-03: Calibrate active Nav / Kv / Ih densities to match Poleg-Polsky 2016 spike shape and distal Ih sag

* **Kind**: technique
* **Priority**: medium
* **Status**: active
* **Source task**: `t0009_calibrate_dendritic_diameters`
* **Date added**: 2026-04-20
* **Source paper**: `10.1016_j.neuron.2016.02.013`
* **Categories**: `voltage-gated-channels`, `compartmental-modeling`, `retinal-ganglion-cell`

## S-0009-04: Re-calibrate using a Poleg-Polsky xyz-registered 1:1 per-section diameter lookup to drop Strahler binning entirely

* **Kind**: technique
* **Priority**: medium
* **Status**: active
* **Source task**: `t0009_calibrate_dendritic_diameters`
* **Date added**: 2026-04-20
* **Source paper**: `10.1016_j.neuron.2016.02.013`
* **Categories**: `compartmental-modeling`, `retinal-ganglion-cell`

## S-0009-05: Sensitivity analysis: re-run DSGC simulations under alternative Strahler tie-break rules and bin boundaries

* **Kind**: evaluation
* **Priority**: medium
* **Status**: active
* **Source task**: `t0009_calibrate_dendritic_diameters`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `compartmental-modeling`, `cable-theory`

## S-0009-06: Re-type SWC by section role (soma / primary / mid / terminal) as a sibling dataset asset

* **Kind**: dataset
* **Priority**: medium
* **Status**: active
* **Source task**: `t0009_calibrate_dendritic_diameters`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `compartmental-modeling`, `retinal-ganglion-cell`

## S-0009-07: Per-cell ex-vivo two-photon image segmentation of 141009_Pair1DSGC to produce a cell-specific diameter ground truth

* **Kind**: dataset
* **Priority**: low
* **Status**: active
* **Source task**: `t0009_calibrate_dendritic_diameters`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `retinal-ganglion-cell`, `compartmental-modeling`

## S-0009-08: Port the TREES-toolbox Rall 3/2 quaddiameter rule to a pure-Python calibrator and compare against the Strahler bins

* **Kind**: library
* **Priority**: medium
* **Status**: active
* **Source task**: `t0009_calibrate_dendritic_diameters`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `cable-theory`, `compartmental-modeling`

## S-0010-01: Hand-port Hanson2019 Spatial-Offset-DSGC model to headless 12-angle sweep

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0010_hunt_missed_dsgc_models`
* **Date added**: 2026-04-20
* **Source paper**: `10.1038_s41467-019-09147-4`
* **Categories**: `direction-selectivity`, `compartmental-modeling`, `retinal-ganglion-cell`

## S-0010-02: Hand-port deRosenroll2026 ds-circuit-ei model and remap 8-angle grid to 12 angles

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0010_hunt_missed_dsgc_models`
* **Date added**: 2026-04-20
* **Source paper**: `10.1016_j.celrep.2025.116833`
* **Categories**: `direction-selectivity`, `compartmental-modeling`, `synaptic-integration`

## S-0010-03: Write forward-only driver for PolegPolsky2026 DS-mechanisms model and pursue LICENSE

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0010_hunt_missed_dsgc_models`
* **Date added**: 2026-04-20
* **Source paper**: `10.1038_s41467-026-70288-4`
* **Categories**: `direction-selectivity`, `compartmental-modeling`

## S-0010-04: Extend DSGC model corpus to Arbor and NetPyNE reimplementations

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0010_hunt_missed_dsgc_models`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `compartmental-modeling`, `direction-selectivity`

## S-0010-05: Build a headless-port scaffold library that wraps upstream NEURON models

* **Kind**: library
* **Priority**: medium
* **Status**: active
* **Source task**: `t0010_hunt_missed_dsgc_models`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `compartmental-modeling`, `direction-selectivity`

## S-0010-06: Add Elsevier-login fallback to the paper-download workflow

* **Kind**: technique
* **Priority**: low
* **Status**: active
* **Source task**: `t0010_hunt_missed_dsgc_models`
* **Date added**: 2026-04-20
* **Source paper**: `10.1016_j.celrep.2025.116833`
* **Categories**: —

## S-0011-02: Add strict angle-grid validation mode to tuning_curve_viz.loaders.validate_angle_grid

* **Kind**: library
* **Priority**: medium
* **Status**: active
* **Source task**: `t0011_response_visualization_library`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `compartmental-modeling`, `direction-selectivity`

## S-0011-03: Add combined-report function that renders all four plot types into one multi-page PDF/HTML per model

* **Kind**: library
* **Priority**: medium
* **Status**: active
* **Source task**: `t0011_response_visualization_library`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `direction-selectivity`

## S-0011-04: Add statistical-comparison overlays (paired bootstrap, DSI/HWHM annotations) to multi-model plots

* **Kind**: library
* **Priority**: medium
* **Status**: active
* **Source task**: `t0011_response_visualization_library`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `direction-selectivity`, `compartmental-modeling`

## S-0011-05: Port additional DSGC models from t0010 hunt and exercise plot_multi_model_overlay with >2 models

* **Kind**: experiment
* **Priority**: medium
* **Status**: active
* **Source task**: `t0011_response_visualization_library`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `compartmental-modeling`, `direction-selectivity`, `retinal-ganglion-cell`

## S-0011-06: Add PNG regression testing for tuning_curve_viz via pixel-level image diff in CI

* **Kind**: evaluation
* **Priority**: low
* **Status**: active
* **Source task**: `t0011_response_visualization_library`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: —

## S-0012-02: Parametric curve fitting (von Mises / wrapped Gaussian) for sub-degree HWHM estimates on sparse 12-angle grids

* **Kind**: technique
* **Priority**: medium
* **Status**: active
* **Source task**: `t0012_tuning_curve_scoring_loss_library`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `direction-selectivity`

## S-0012-04: Alternative loss formulations (L1, max-residual, weighted-L-infinity) benchmarked against the Euclidean default

* **Kind**: technique
* **Priority**: medium
* **Status**: active
* **Source task**: `t0012_tuning_curve_scoring_loss_library`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `direction-selectivity`

## S-0012-05: Revisit envelope widening (DSI upper 0.85 to 0.9, peak lower 40 to 30 Hz) once real simulation results are in

* **Kind**: evaluation
* **Priority**: medium
* **Status**: active
* **Source task**: `t0012_tuning_curve_scoring_loss_library`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `direction-selectivity`

## S-0012-06: Cross-validate compute_reliability against independent split-half implementations (odd-even, bootstrap, Spearman-Brown)

* **Kind**: evaluation
* **Priority**: low
* **Status**: active
* **Source task**: `t0012_tuning_curve_scoring_loss_library`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: `direction-selectivity`

## S-0013-01: Write a shared arf.scripts.utils.resolve_doi helper that returns title, authors, venue, year, PMID, and PMCID

* **Kind**: library
* **Priority**: medium
* **Status**: active
* **Source task**: `t0013_resolve_morphology_provenance`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: —

## S-0013-02: Add a plan-stage DOI-nomination verificator that checks each candidate DOI matches its human-written label

* **Kind**: library
* **Priority**: medium
* **Status**: active
* **Source task**: `t0013_resolve_morphology_provenance`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: —

## S-0013-03: Download the Morrie & Feller 2018 SAC reconstructions from NeuroMorpho and build a paired SAC+DSGC morphology asset

* **Kind**: dataset
* **Priority**: medium
* **Status**: active
* **Source task**: `t0013_resolve_morphology_provenance`
* **Date added**: 2026-04-20
* **Source paper**: `10.1016_j.cub.2018.03.001`
* **Categories**: `direction-selectivity`, `retinal-ganglion-cell`, `compartmental-modeling`

## S-0013-04: Re-audit all existing dataset and library assets' source_paper_id fields against resolved DOI metadata

* **Kind**: evaluation
* **Priority**: medium
* **Status**: active
* **Source task**: `t0013_resolve_morphology_provenance`
* **Date added**: 2026-04-20
* **Source paper**: —
* **Categories**: —

## S-0013-05: Email the Feller lab to map the 141009_Pair1DSGC session to a specific pair in Morrie & Feller 2018 CB

